timestamp,symbol,action,price,quantity,reason
2025-06-19 12:37:51,DOGE,BUY,0.16936,15.231591,Confidence and gain threshold met
2025-06-19 12:47:38,DOGE,BUY,0.16889,15.25456,Confidence and gain threshold met
