timestamp,open,high,low,close,price,market_cap,total_volume,EMA_10,EMA_30,RSI,fvg_up,fvg_down,fair_value_gap,bullish_engulfing,bearish_engulfing
2025-04-14,1.002,1.017,0.995166,1.0,0.9990943574806332,0.0,94301979.5591406,0.9990943574806332,0.9990943574806332,,False,False,False,False,False
2025-04-18,0.999094,1.006,0.989703,1.001,1.0014462605563164,0.0,77757244.2174899,0.9995219762216665,0.9992460931629354,,False,False,False,False,False
2025-04-22,1.002,1.012,0.99733,0.997988,0.9979876803278588,0.0,13681173.597046131,0.9992430133318833,0.9991649052380919,,False,False,False,False,True
2025-04-26,0.997881,1.01,0.995045,1.0,1.000791088136072,128031475.25020827,34985534.57015086,0.9995244814780994,0.9992698202637681,,False,False,False,False,False
2025-04-30,1.001,1.004,0.996415,0.997983,1.0006914946494687,2129381048.660944,23856896.575723574,0.9997366656910756,0.9993615411918779,,False,False,False,False,False
2025-05-04,1.0,1.003,0.99646,1.001,0.9993057074313011,2129508882.2549498,9259330.853819003,0.9996583096438438,0.9993579390137762,,False,False,False,False,False
2025-05-08,1.001,1.004,0.994151,0.999465,0.9996223309592722,2126034268.0414424,28437356.472824052,0.9996517680648307,0.999374996558647,,False,False,False,False,False
2025-05-12,0.999622,1.009,0.994754,1.0,1.0008587166982528,2129232984.4238238,24880697.590244245,0.9998712132709073,0.9994707204386217,,False,False,False,False,False
2025-05-16,1.001,1.025,0.990886,1.0,1.0000268477726504,2128038484.3014207,19043657.613621682,0.9998995104530424,0.9995065996214624,,False,False,False,False,False
2025-05-20,1.0,1.006,0.991649,1.0,0.99999456956577,2128941343.9495008,16384191.578607112,0.9999167939280837,0.9995380815533532,,False,False,False,False,False
2025-05-24,1.0,1.009,0.993009,1.001,1.0006563844384853,2151987008.7902265,69167752.45676513,1.0000512649299749,0.9996102301265876,,False,False,False,False,False
2025-05-28,1.001,1.005,0.993085,1.001,1.0012950398896905,2154713160.143189,419556152.91532695,1.0002774058317412,0.9997189275306588,,False,False,False,False,False
2025-06-01,1.002,1.007,0.994935,0.999211,0.9998935615575218,2176478700.094986,294600634.31000966,1.0002076159637012,0.9997301942420694,,False,False,False,False,False
2025-06-05,0.999894,1.006,0.993977,1.0,0.9998624214286671,2181708067.502824,209881350.00524706,1.0001448533209676,0.9997387250283015,,False,False,False,False,False
