timestamp,open,high,low,close,price,market_cap,total_volume,EMA_10,EMA_30,RSI,fvg_up,fvg_down,fair_value_gap,bullish_engulfing,bearish_engulfing
2025-03-09,4.73,4.74,4.48,4.61,4.379808254872187,5254509968.747352,180424706.9701197,4.379808254872187,4.379808254872187,,False,False,False,False,False
2025-03-13,4.62,4.68,3.8,4.19,4.1757714184863195,5011277904.549399,193506264.7005822,4.342710648256575,4.366644588008583,,False,False,False,False,False
2025-03-17,4.18,4.5,4.13,4.37,4.380505293499162,5244766885.377642,143310450.21372804,4.349582401937045,4.367538827072492,,False,False,False,False,False
2025-03-21,4.37,4.8,4.37,4.68,4.671344783405479,5614624818.059058,90641730.656168,4.408084653113124,4.38713921135204,,False,False,False,False,False
2025-03-25,4.68,5.08,4.56,4.9,4.899188549358028,5877466235.84301,128057313.01348667,4.497376270612198,4.420174652513717,,False,False,False,False,False
2025-03-29,4.9,5.14,4.67,4.82,4.817507007197655,5778717210.204986,121726125.85954437,4.555581859082281,4.445808997977197,,False,False,False,False,False
2025-04-02,4.82,4.86,4.41,4.65,4.658285465259961,5576882931.407152,126453916.23262338,4.574255242023677,4.459517157156731,,False,False,False,False,False
2025-04-06,4.66,4.67,4.41,4.47,4.464343184977361,5353356861.62429,32570132.47585108,4.554271231651619,4.45982851379032,,False,False,False,False,False
2025-04-10,4.46,4.46,3.72,4.29,4.289036538783469,5143236757.264501,327561766.5232515,4.506046742039228,4.448809676693105,,False,False,False,False,False
2025-04-14,4.29,4.48,4.15,4.27,4.260008096761513,5122413996.819016,91887377.19326341,4.461312442897825,4.436628929600745,,False,False,False,False,False
2025-04-18,4.26,4.39,4.17,4.38,4.381549631397747,5125024050.465375,22658275.37987239,4.446810113534174,4.433075426490874,,False,False,False,True,False
2025-04-22,4.38,4.6,4.35,4.44,4.444980974274533,5198148544.331187,155559347.26521367,4.446477542759694,4.433843526347885,,False,False,False,False,False
2025-04-26,4.44,4.68,4.39,4.44,4.451655563785092,5206187196.017519,119147144.17476772,4.4474190011279475,4.4349926900535115,,False,False,False,False,False
2025-04-30,4.45,4.48,4.25,4.38,4.381820199165791,5122227224.27843,54101009.198322415,4.435491946225737,4.431562206770433,,False,False,False,False,False
2025-05-04,4.38,4.48,4.3,4.38,4.37685626310017,5120891580.248936,58886849.582174815,4.424830912930179,4.428032791049771,49.919480059256344,False,False,False,False,False
2025-05-08,4.38,4.38,4.2,4.23,4.230637772662627,4954518970.950841,126077665.11808431,4.389523069245169,4.415297628573182,51.54530227553281,False,False,False,False,False
2025-05-12,4.23,5.05,4.22,4.87,4.877749224767821,5707129822.735213,270433477.817688,4.478291461158378,4.445133215424448,61.21110363687056,False,False,False,False,False
2025-05-16,4.88,4.99,4.61,4.91,4.907591717215241,5741813878.009215,226413742.52613375,4.556346053168716,4.474969247798048,56.03704617929595,False,False,False,False,False
2025-05-20,4.91,5.3,4.88,5.21,5.20550236910881,6101405627.738299,78084201.53147686,4.674374474248733,4.522100416914871,57.556921644506545,False,False,False,False,False
2025-05-24,5.21,5.81,5.08,5.43,5.432527635544619,6401987653.02406,201708435.2686177,4.812220503575258,4.580837656826468,64.15758124424693,False,False,False,False,False
2025-05-28,5.43,5.7,5.24,5.35,5.351094133466732,6259720267.713814,79499671.95621711,4.910197527191889,4.630531623061324,66.54060828433796,False,False,False,False,False
2025-06-01,5.35,5.35,4.54,4.75,4.755740786367455,5556289718.740697,124609567.39591447,4.882114483405629,4.638609633597203,55.838047042321534,False,False,False,False,False
2025-06-05,4.76,4.9,4.65,4.77,4.769224449101464,5579897903.818502,46803346.23017687,4.861589022623053,4.647036395887801,60.287445035011146,False,False,False,False,False
