timestamp,open,high,low,close,price,market_cap,total_volume,EMA_10,EMA_30,RSI,fvg_up,fvg_down,fair_value_gap,bullish_engulfing,bearish_engulfing
2025-03-09,2.74,2.86,2.48,2.48,2.3549376490432175,7452703927.310961,941015853.8395218,2.3549376490432175,2.3549376490432175,,False,False,False,False,False
2025-03-13,2.48,2.52,2.0,2.28,2.287735417040163,7235213739.826537,925196651.991868,2.3427190614062985,2.350602021172053,,False,False,False,False,False
2025-03-17,2.28,2.41,2.12,2.23,2.2363944357536543,7073664549.21872,506109304.0266673,2.323387311287636,2.343233789854737,,False,False,False,False,False
2025-03-21,2.23,2.5,2.23,2.36,2.3545928108547414,7463694360.329065,723238926.0163709,2.329061038481655,2.343966629919253,,False,False,False,False,False
2025-03-25,2.36,2.45,2.24,2.39,2.3933587400767182,7581500597.390266,805157066.3500482,2.3407515296807575,2.3471532176713477,,False,False,False,False,False
2025-03-29,2.39,2.82,2.34,2.51,2.505966042347635,7941175383.829883,1232218199.2335007,2.370790531983826,2.3573992063601406,,False,False,False,False,False
2025-04-02,2.51,2.53,2.2,2.4,2.402641446025543,7807049972.346455,1115400427.3709884,2.376581607264138,2.360318060532102,,False,False,False,False,False
2025-04-06,2.4,2.52,2.14,2.22,2.216463035860581,7209384511.323156,467980689.2378143,2.3474691397362184,2.3510370911984553,,False,False,False,False,False
2025-04-10,2.22,2.27,1.75,2.22,2.221474797630397,7218114210.879538,1944121687.0782752,2.3245610775351597,2.342678233548903,,False,False,False,False,False
2025-04-14,2.22,2.41,2.06,2.23,2.2326697912786524,7257284600.856224,1057010974.9787772,2.3078535709430676,2.335580914692758,,False,False,False,False,False
2025-04-18,2.23,2.34,2.04,2.12,2.1211838520525474,6892557580.308128,564030237.2651436,2.273913622053882,2.3217488461353253,,False,False,False,False,False
2025-04-22,2.12,2.28,2.09,2.19,2.1967896748224325,7125560073.906321,652206331.7415016,2.259891086193618,2.313686964115139,,False,False,False,False,False
2025-04-26,2.2,3.78,2.18,3.51,3.5488324907046187,11432196064.143633,3514796326.077849,2.494244068831982,2.393373772282202,,False,False,False,False,False
2025-04-30,3.52,3.85,3.37,3.54,3.5405154263557654,11508481704.93272,1461251269.62037,2.6844752247453973,2.46738291125469,,False,False,False,False,False
2025-05-04,3.54,3.75,3.28,3.33,3.3369962724370463,11129319265.581175,735750660.8634048,2.803115415234788,2.5234869990729067,70.08467932035195,False,False,False,False,False
2025-05-08,3.33,3.48,3.14,3.33,3.3309538210006524,11113911370.436634,1377819916.4499452,2.8990860344649447,2.575581632745665,71.88292550070389,False,False,False,False,False
2025-05-12,3.33,4.24,3.33,4.01,4.014520617814666,13397721207.197754,2034363055.4150186,3.1018923223467123,2.6684164059759232,79.47957380365813,False,False,False,False,False
2025-05-16,4.01,4.24,3.68,3.84,3.845337752871084,12811642221.723606,1793711414.0195143,3.237064218805689,2.7443468154530306,74.30420355788927,False,False,False,False,False
2025-05-20,3.84,3.98,3.61,3.84,3.8415132152356013,12808286940.956203,1528238978.378535,3.3469640363383997,2.815131744471261,73.881927511777,False,False,False,False,False
2025-05-24,3.84,4.18,3.6,3.6,3.5957430591892727,12003949417.046545,2538537877.213492,3.392196585947649,2.8654937647756493,67.21570019200657,False,False,False,False,False
2025-05-28,3.59,3.72,3.42,3.68,3.6759583243993394,12270476891.638187,1321108121.4771514,3.4437896293025014,2.9177818008804035,70.26311084791706,False,False,False,False,False
2025-06-01,3.67,3.72,3.07,3.25,3.247440182410622,10843379985.676395,1068395746.3328906,3.4080897298676143,2.9390500835597724,65.23177359004579,False,False,False,False,False
2025-06-05,3.25,3.38,3.17,3.17,3.1688925728060524,10764392662.497198,678185930.1014872,3.364599337674603,2.953878631253081,63.69958594138425,False,False,False,False,False
