timestamp,open,high,low,close,price,market_cap,total_volume,EMA_10,EMA_30,RSI,fvg_up,fvg_down,fair_value_gap,bullish_engulfing,bearish_engulfing
2025-03-09,6.84e-06,7.33e-06,6.45e-06,6.67e-06,6.386065149484122e-06,2685737503.632274,764090075.850053,6.386065149484122e-06,6.386065149484122e-06,,False,False,False,False,False
2025-03-13,6.67e-06,6.95e-06,5.32e-06,6.94e-06,6.936650736654912e-06,2919063961.7226396,953359300.8716319,6.486171619878811e-06,6.4215868002693345e-06,,False,False,False,False,False
2025-03-17,6.94e-06,7.39e-06,6.49e-06,6.59e-06,6.5829673107129406e-06,2770774978.946709,592839875.3587626,6.503770836394107e-06,6.431998446104406e-06,,False,False,False,False,False
2025-03-21,6.58e-06,7.75e-06,6.58e-06,7.63e-06,7.631989032471766e-06,3209469706.648388,870315690.2374952,6.708901417499135e-06,6.509417193611979e-06,,False,False,False,True,False
2025-03-25,7.67e-06,8.12e-06,7.04e-06,7.95e-06,7.960933867111213e-06,3344990781.3947477,783375118.4619533,6.936543681064967e-06,6.60306343061193e-06,,False,False,False,False,False
2025-03-29,7.96e-06,9.15e-06,7.64e-06,7.78e-06,7.782141463988082e-06,3275050118.979801,531930444.35035676,7.090288732505534e-06,6.679132981152326e-06,,False,False,False,False,False
2025-04-02,7.81e-06,7.87e-06,6.81e-06,7.72e-06,7.717644460070044e-06,3249084284.689099,787499144.2108424,7.204353410244534e-06,6.7461337217276635e-06,,False,False,False,False,False
2025-04-06,7.72e-06,7.87e-06,6.41e-06,7.07e-06,7.0616815510990615e-06,2971173306.0347204,434342368.97240144,7.1784130722180845e-06,6.766491646203238e-06,,False,False,False,False,False
2025-04-10,7.06e-06,7.11e-06,5.79e-06,6.95e-06,6.9598136135103475e-06,2925705445.1921077,1272997775.2003684,7.138667716089405e-06,6.778964031190794e-06,,False,False,False,False,False
2025-04-14,6.96e-06,7.66e-06,6.54e-06,7.26e-06,7.263564596877527e-06,3056939687.278084,660923460.1719302,7.161376239869064e-06,6.810228583815745e-06,,False,False,False,False,False
2025-04-18,7.26e-06,7.69e-06,6.93e-06,7.24e-06,7.234369679722027e-06,3042968215.051753,456778205.5350533,7.174647774387784e-06,6.837592525487118e-06,,False,False,False,False,False
2025-04-22,7.23e-06,8.01e-06,7.02e-06,7.73e-06,7.733208089718644e-06,3255494830.9390874,686647891.3986969,7.276204195357031e-06,6.895374174792378e-06,,False,False,False,True,False
2025-04-26,7.74e-06,9.27e-06,7.69e-06,9.06e-06,9.12970909248558e-06,3817272134.626179,926095404.0280373,7.61320508574404e-06,7.0395248146435525e-06,,False,False,False,False,False
2025-04-30,9.06e-06,9.74e-06,8.6e-06,8.85e-06,8.865404051265882e-06,3723557288.7885027,477419588.93413347,7.84087762492983e-06,7.1573234750708e-06,,False,False,False,False,False
2025-05-04,8.87e-06,9.1e-06,8.14e-06,8.21e-06,8.190556200532056e-06,3451637297.796214,411745473.9156286,7.904455547766597e-06,7.22398365090701e-06,63.986580900871104,False,False,False,False,False
2025-05-08,8.19e-06,8.33e-06,7.64e-06,8.25e-06,8.260302083363283e-06,3471146366.7561936,569850213.5499355,7.969154917875086e-06,7.290842904613867e-06,61.08594199275895,False,False,False,False,False
2025-05-12,8.25e-06,1.408e-05,8.24e-06,1.36e-05,1.3601676128546631e-05,5719328656.389795,2180978160.3048987,8.99324968345173e-06,7.697993435190174e-06,82.02653879634532,False,False,False,False,False
2025-05-16,1.36e-05,1.516e-05,1.284e-05,1.296e-05,1.3017639917701728e-05,5466497529.334387,1736667495.3158195,9.72495699876991e-06,8.041196434061887e-06,75.66389827077958,False,False,False,False,False
2025-05-20,1.299e-05,1.414e-05,1.206e-05,1.322e-05,1.3227460642564876e-05,5565635824.259381,1774093369.02318,1.0361775843096268e-05,8.375794124933049e-06,75.38443554531769,False,False,False,False,False
2025-05-24,1.323e-05,1.601e-05,1.268e-05,1.39e-05,1.390451343730753e-05,5858983557.947521,3215801978.9538503,1.100590995113468e-05,8.732485693473338e-06,78.15713307293166,False,False,False,False,False
2025-05-28,1.386e-05,1.439e-05,1.282e-05,1.39e-05,1.3897272185190728e-05,5846443435.458787,1416122814.2667801,1.1531612175508506e-05,9.065697725197041e-06,78.57092278828581,False,False,False,False,False
2025-06-01,1.389e-05,1.495e-05,1.11e-05,1.166e-05,1.1657194945098056e-05,4904062977.856975,1339813729.0372071,1.155444540634297e-05,9.232891094222915e-06,68.53230715694282,False,False,False,False,False
2025-06-05,1.166e-05,1.286e-05,1.137e-05,1.187e-05,1.1870637123365364e-05,4996099555.026641,775427885.3685848,1.161193480943795e-05,9.403068257393396e-06,69.62723341319115,False,False,False,False,False
