timestamp,open,high,low,close,sma_20,ema_20,rsi_14,macd,macdsignal,macdhist,bb_upper,bb_middle,bb_lower,adx,stoch_k,stoch_d,fvg,bullish_engulfing,price_change,volatility,volume_change,target
2025-06-16 09:30:00,0.631388,0.634178,0.631388,0.633058,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.008071848672707084,False,-0.006252191742304847,0.0030112081960568487,,False
2025-06-16 10:00:00,0.630695,0.630695,0.6291,0.6291,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.008071848672707084,False,-0.006252191742304847,0.0030112081960568487,,True
2025-06-16 10:30:00,0.628968,0.629386,0.628968,0.62936,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.002745767670215391,False,0.0004132888253061129,0.0030112081960568487,,False
2025-06-16 11:00:00,0.629082,0.629082,0.626518,0.626518,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.00457768172662235,False,-0.0045156984873522266,0.0030112081960568487,,False
2025-06-16 11:30:00,0.626939,0.627195,0.625246,0.625246,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.006135185191108878,False,-0.002030268882937225,0.0030112081960568487,,True
2025-06-16 12:00:00,0.625604,0.6284,0.625604,0.6284,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.002543142307274087,False,0.005044414518445617,0.0017763561579818153,,False
2025-06-16 12:30:00,0.628531,0.629543,0.627588,0.627588,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.0012938424571532978,False,-0.0012921705919795023,0.0016040632157118704,,True
2025-06-16 13:00:00,0.626888,0.627789,0.626552,0.627789,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,0.004773745834344102,False,0.00032027381020660606,0.001242836352863818,,False
2025-06-16 13:30:00,0.627862,0.628572,0.627745,0.627745,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,57.280273058724525,50.643587432604015,7.009215525419399e-05,False,-7.008724268831035e-05,0.0012180559510958002,,False
2025-06-16 14:00:00,0.62771,0.628253,0.626529,0.6272,0.6278795500000001,0.6278795500000001,33.2620828880182,-0.0028162589370792634,-0.0018133946915188288,-0.0010028642455604346,0.6310270533581822,0.6278795500000001,0.6247320466418179,32.49956164319298,52.61852513100849,55.69583781590233,0.003260822723289771,False,-0.0008681869230340311,0.0004337721752255529,,True
