timestamp,open,high,low,close,volume,rsi,macd
2025-06-18 12:30:00,1.0,1.002,0.9993,0.9998,243.49,44.811479126801544,-0.00022567856268862485
2025-06-18 13:00:00,0.9998,1.002,0.9992,1.0,711.56,46.1745825956345,-0.0002441216788540146
2025-06-18 13:30:00,1.0,1.002,0.999,1.001,1071.93,52.49279518702781,-0.00017601732053518226
2025-06-18 14:00:00,1.001,1.003,0.9988,0.9998,1211.76,45.578709157208046,-0.00021637980537914103
2025-06-18 14:30:00,0.9998,1.002,0.9977,1.001,850.99,52.33923902065497,-0.00014981047236073408
2025-06-18 15:00:00,1.001,1.002,0.9988,1.001,532.33,52.33923902065497,-9.594777016830314e-05
2025-06-18 15:30:00,1.001,1.002,0.9993,0.9997,459.12,45.27307994082965,-0.00015635792918944347
2025-06-18 16:00:00,0.9997,1.002,0.9982,0.9999,499.49,46.47042985957107,-0.00018595155316125656
2025-06-18 16:30:00,0.9999,1.001,0.9992,0.9996,371.83,44.884117476533966,-0.0002309499588011299
2025-06-18 17:00:00,0.9996,1.002,0.9989,1.001,517.68,52.95493553298344,-0.00015189229987155883
2025-06-18 17:30:00,1.001,1.003,0.9988,0.9995,754.78,45.30082379976078,-0.0002078796918798531
2025-06-18 18:00:00,0.9995,1.002,0.9978,0.9998,1446.45,46.952289941532456,-0.0002254438344289067
2025-06-18 18:30:00,0.9998,1.003,0.999,0.9994,1091.29,45.00137604470192,-0.00026854458617608934
2025-06-18 19:00:00,0.9994,1.003,0.998,0.9991,1154.25,43.54015069281036,-0.0003231842681868935
2025-06-18 19:30:00,0.9991,1.001,0.9988,0.999,697.21,43.038487961231425,-0.00037028733223309906
2025-06-18 20:00:00,0.999,1.001,0.9983,1.001,595.54,54.36371408723492,-0.0002434274840388273
2025-06-18 20:30:00,1.001,1.002,0.9991,0.9994,521.43,46.413413429068584,-0.00026889709033628417
2025-06-18 21:00:00,0.9994,1.002,0.9989,1.001,462.65,53.704581809984894,-0.00015815222814397067
2025-06-18 21:30:00,1.001,1.001,0.9992,1.001,358.5,53.704581809984894,-6.958400587775415e-05
2025-06-18 22:00:00,1.001,1.001,0.9989,1.001,270.23,53.704581809984894,6.000315775356313e-07
2025-06-18 22:30:00,1.001,1.001,0.999,0.9993,165.67,45.49072894463399,-8.003184826899101e-05
2025-06-18 23:00:00,0.9993,1.001,0.9992,0.9994,214.4,46.01379214222841,-0.00013431572167266204
2025-06-18 23:30:00,0.9994,1.001,0.999,1.001,167.51,53.6735868799653,-4.767983078757254e-05
2025-06-19 00:00:00,1.001,1.001,0.999,1.001,208.03,53.673586879965306,2.07406515957409e-05
2025-06-19 00:30:00,1.001,1.001,0.999,0.9994,315.19,46.089464409921064,-5.352524570056971e-05
2025-06-19 01:00:00,0.9994,1.003,0.9964,1.001,422.37,53.2095700545533,1.6534524175160215e-05
2025-06-19 01:30:00,1.001,1.001,0.9991,1.001,222.38,53.2095700545533,7.123622964266829e-05
2025-06-19 02:00:00,1.001,1.001,0.9991,1.001,279.98,53.2095700545533,0.00011328188230641523
2025-06-19 02:30:00,1.001,1.002,0.9986,1.001,327.97,53.2095700545533,0.00014493267134718657
2025-06-19 03:00:00,1.001,1.002,1.0,1.001,154.69,53.2095700545533,0.00016807864371415349
2025-06-19 03:30:00,1.001,1.002,0.9998,1.001,233.27,53.2095700545533,0.0001842975264094715
2025-06-19 04:00:00,1.001,1.001,0.9986,0.9994,172.16,44.119773457774265,6.726904388987265e-05
2025-06-19 04:30:00,0.9994,1.001,0.999,1.001,262.46,52.80270213825071,0.00010244879070331336
2025-06-19 05:00:00,1.001,1.002,1.001,1.002,21.22,57.27149732566716,0.00020861584258602406
